sampID,nosz1,nosz2,nirs1,nirs2,nirk1,nirk2,nrfa11,nrfa12,16S,16S2,nrfa21,nrfa22,original_sample_ID,site_ID,sample_period,crop,treatment,trt_type
DNRA16_129,-0.0676418,0.13367849,-0.056711522,-0.18245811,0.147982467,0.313700813,-0.215965061,0.156009583,0.01821538,0.033288679,0.026405466,-0.021404049,EF PG 11,Energy Farm,Peak growth,Soy,CSR,Conventional
DNRA16_130,0.057916847,-0.075844933,,,-0.082385453,-0.086181988,-0.179332212,0.038189382,-0.003161703,-0.008622643,-0.015439785,-0.051745135,EF PG 12,Energy Farm,Peak growth,Soy,CSR,Conventional
DNRA16_131,-0.05186317,-0.087771734,0.027919594,-0.124578649,-0.029895679,-0.062718622,-0.082571915,0.137712544,0.05679103,0.002246027,-0.000545182,-0.045336643,EF PG 13,Energy Farm,Peak growth,Soy,CSR,Conventional
DNRA16_132,0.093756544,-0.013166141,-0.013862682,-0.07760177,0.057579359,0.182027161,0.023088861,-0.114469824,-0.01815804,0.004062867,0.03964529,-0.074774906,EF PG 14,Energy Farm,Peak growth,Soy,CSR,Conventional
DNRA16_133,-0.086601925,-0.012882083,-0.232284187,0.028829716,0.218228287,-0.082130157,0.135051998,-0.065896356,-0.002999568,0.091638138,0.106149657,0.011117309,EF PG 21,Energy Farm,Peak growth,Miscanthus,Miscanthus fert,Perennial
DNRA16_134,0.001313509,0.023002381,0.045804337,-0.023922286,0.146647575,-0.041716525,0.079564838,0.043410149,0.048348608,0.085479999,0.038186758,0.094218774,EF PG 22,Energy Farm,Peak growth,Miscanthus,Miscanthus fert,Perennial
DNRA16_135,-0.056488217,0.015642811,0.113335415,-0.008807251,0.137697021,0.002336883,0.146125258,0.121782057,-0.01954094,0.05065519,0.16690701,0.167826886,EF PG 23,Energy Farm,Peak growth,Miscanthus,Miscanthus fert,Perennial
DNRA16_136,-0.115645177,-0.020960361,-0.199872909,-0.165294711,0.224508337,-0.0208512,0.190812803,0.030411989,-0.109173087,0.131306921,0.078867971,0.026349687,EF PG 24,Energy Farm,Peak growth,Miscanthus,Miscanthus fert,Perennial
DNRA16_137,-0.075823515,-0.024386445,,,0.151837546,0.02592325,0.060616881,-0.080812234,-0.056922472,0.070545666,0.037783159,0.011213306,EF PG 31,Energy Farm,Peak growth,Miscanthus,Miscanthus unfert,Perennial
DNRA16_138,-0.041783456,0.133219748,0.447639712,0.173356613,0.259807581,-0.009341401,0.29907952,0.084154522,-0.090023397,0.108041685,0.011922991,0.158807563,EF PG 32,Energy Farm,Peak growth,Miscanthus,Miscanthus unfert,Perennial
DNRA16_139,,,,,0.056968845,0.256507963,0.210582294,-0.06222425,-0.144595567,0.091490557,0.06700705,0.002090115,EF PG 33,Energy Farm,Peak growth,Miscanthus,Miscanthus unfert,Perennial
DNRA16_140,,,,,0.219902742,0.206248324,0.285488983,0.037116121,-0.080352753,0.12977354,0.132696998,0.148146923,EF PG 34,Energy Farm,Peak growth,Miscanthus,Miscanthus unfert,Perennial
DNRA16_141,-0.211696437,0.05093328,-0.014066367,-0.220191606,0.207301939,0.332932407,0.133716854,-0.082944481,-0.101193664,0.155768552,0.096730862,-0.049878296,EF PG 41,Energy Farm,Peak growth,Switchgrass,Switchgrass,Perennial
DNRA16_142,-0.097837586,-0.035097534,,,0.290357036,-0.052642709,0.158850096,0.045214827,-0.033139092,0.144505305,0.038422803,0.019571468,EF PG 42,Energy Farm,Peak growth,Switchgrass,Switchgrass,Perennial
DNRA16_143,-0.03656841,-0.05628063,0.038044894,-0.208908434,0.110210261,-0.081069239,0.096725868,0.036746558,-0.047011884,0.159967,-0.006180108,0.039342434,EF PG 43,Energy Farm,Peak growth,Switchgrass,Switchgrass,Perennial
DNRA16_144,-0.177409406,-0.035899096,0.040186521,-0.35389816,0.318750659,0.044502128,0.059163501,-0.065426883,-0.116191742,0.146662868,0.025272708,0.139313032,EF PG 44,Energy Farm,Peak growth,Switchgrass,Switchgrass,Perennial
DNRA16_145,0.037376578,0.036241702,-0.029757512,-0.028945978,-0.0358037,0.052575403,-0.070012937,-0.10804963,-0.012236088,-0.054198219,0.027084101,-0.087571702,PB PG 11,Perennial Buffers,Peak growth,Corn,Corn simple,Conventional
DNRA16_146,-0.052220188,0.03243623,0.072388053,0.000245117,-0.00903912,0.02722856,-0.125064589,-0.013297864,0.067277532,-0.015126943,-0.014027377,-0.128383178,PB PG 12,Perennial Buffers,Peak growth,Corn,Corn simple,Conventional
DNRA16_147,0.100279806,0.016669747,-0.122754807,0.113771993,-0.157072945,0.143531912,-0.242679274,-0.068177536,-0.053746918,-0.032960216,0.03187224,-0.050976769,PB PG 13,Perennial Buffers,Peak growth,Corn,Corn simple,Conventional
DNRA16_148,0.118487241,0.032981279,0.056455977,0.026965798,-0.228164113,-0.04721415,-0.104988796,-0.102577082,0.028054717,-0.002453247,0.051147443,-0.08394248,PB PG 14,Perennial Buffers,Peak growth,Corn,Corn simple,Conventional
DNRA16_149,-0.007427887,-0.008626432,-0.007094412,0.045731379,-0.018037161,-0.013416665,-0.125484059,-0.145623155,-0.0323115,-0.023169897,0.03211142,-0.104183663,PB PG 21,Perennial Buffers,Peak growth,Corn,Corn complex,Conventional
DNRA16_150,-0.01744285,0.024793003,0.023472389,-0.084904818,0.045629256,-0.018115846,0.040699628,0.130910917,0.026429078,-0.021848591,0.021677181,-0.094543527,PB PG 22,Perennial Buffers,Peak growth,Corn,Corn complex,Conventional
DNRA16_151,-0.373332166,0.097597615,,,-0.333743922,0.282623401,-0.237557825,-0.022823818,-0.006890442,-0.098632972,0.037897669,-0.081279374,PB PG 23,Perennial Buffers,Peak growth,Corn,Corn complex,Conventional
DNRA16_152,-0.130402374,-0.157638793,-0.415784037,-0.25236025,-0.109604581,0.002752091,0.007772605,0.166361865,0.10469534,0.022273539,-0.297674965,-0.376926927,PB PG 24,Perennial Buffers,Peak growth,Corn,Corn complex,Conventional
DNRA16_153,0.059369977,-0.034159045,-0.045075679,0.138074049,0.074080897,-0.124922207,0.024332492,0.127070768,-0.07779889,-0.060467215,0.070443872,-0.171823516,PB PG 31,Perennial Buffers,Peak growth,Switchgrass - new,Bioenergy simple,Perennial - new
DNRA16_154,-0.104132164,-0.09953735,-0.126935673,0.361822637,-0.019619147,-0.249704334,-0.063347064,-0.006936756,0.049307854,0.061524852,-0.053201145,-0.224777213,PB PG 32,Perennial Buffers,Peak growth,Switchgrass - new,Bioenergy simple,Perennial - new
DNRA16_155,-0.130608158,0.025109994,-0.203860691,-0.227110419,0.394571645,0.069341817,0.034348744,-0.000266961,-0.042763927,-0.095247763,0.020048341,-0.048700575,PB PG 33,Perennial Buffers,Peak growth,Switchgrass - new,Bioenergy simple,Perennial - new
DNRA16_156,0.431090541,0.384862434,,,0.520562363,-0.007654073,-0.141250489,-0.166537646,0.159679065,0.142172951,0.107311062,-0.146182844,PB PG 34,Perennial Buffers,Peak growth,Switchgrass - new,Bioenergy simple,Perennial - new
DNRA16_157,0.115423966,0.073184131,-0.08760058,-0.173614726,-0.064052301,0.23317509,0.018447619,-0.099280415,-0.085456813,-0.027079916,0.092900537,-0.069614794,PB PG 41,Perennial Buffers,Peak growth,Switchgrass - new,Bioenergy complex,Perennial - new
DNRA16_158,-0.019755623,-0.038464051,-0.034752489,-0.016535738,0.04223921,0.003960933,-0.007077096,-0.00375488,-0.068061086,-0.049113108,0.020507091,-0.074132755,PB PG 42,Perennial Buffers,Peak growth,Switchgrass - new,Bioenergy complex,Perennial - new
DNRA16_159,-0.002871873,-0.060682387,0.05664136,0.039258547,0.001164565,-0.081219375,-0.016244142,0.117632749,0.123203641,0.034206815,0.03734713,-0.10809729,PB PG 43,Perennial Buffers,Peak growth,Switchgrass - new,Bioenergy complex,Perennial - new
DNRA16_160,-0.113523907,-0.076068124,0.03670862,-0.006612159,-0.01784879,-0.092064784,-0.140548557,-0.196323806,0.070809618,0.043855979,0.020881857,-0.109254593,PB PG 44,Perennial Buffers,Peak growth,Switchgrass - new,Bioenergy complex,Perennial - new
